tile,scene_id,datetime,ndwi_mean,ndwi_std,fai_mean,fai_std,rednir_mean,rednir_std,valid_px,chlor_a,kd490,flh,season_dir
S2A_MSIL2A_20200928T065651_R063_T39QXG_20201001T020408_0000.jpg,S2A_MSIL2A_20200928T065651_R063_T39QXG_20201001T020408,2020-09-28 06:56:51.024000+00:00,-0.1791176795959472,0.0,0.0455934405326843,0.0,0.8877847194671631,1.1920928955078125e-07,16384,,,,data/aerial_summer_2020
S2B_MSIL2A_20200926T070639_R106_T39QXG_20200928T023147_0000.jpg,S2B_MSIL2A_20200926T070639_R106_T39QXG_20200928T023147,2020-09-26 07:06:39.024000+00:00,0.0,0.0,0.0,0.0,0.0,0.0,16384,,,,data/aerial_summer_2020
S2B_MSIL2A_20200923T065629_R063_T39QXG_20201028T044418_0000.jpg,S2B_MSIL2A_20200923T065629_R063_T39QXG_20201028T044418,2020-09-23 06:56:29.024000+00:00,-0.1831856071949005,2.9802322387695312e-08,0.043390154838562,0.0,0.8780834674835205,1.1920928955078125e-07,16384,,,,data/aerial_summer_2020
S2A_MSIL2A_20200921T070631_R106_T39QXG_20200924T112538_0000.jpg,S2A_MSIL2A_20200921T070631_R106_T39QXG_20200924T112538,2020-09-21 07:06:31.024000+00:00,0.0,0.0,0.0,0.0,0.0,0.0,16384,,,,data/aerial_summer_2020
S2A_MSIL2A_20200918T065631_R063_T39QXG_20200921T101042_0000.jpg,S2A_MSIL2A_20200918T065631_R063_T39QXG_20200921T101042,2020-09-18 06:56:31.024000+00:00,-0.1751758754253387,2.9802322387695312e-08,0.0443934425711631,7.450580596923828e-09,0.8876389861106873,1.788139343261719e-07,16384,,,,data/aerial_summer_2020
S2B_MSIL2A_20200916T070619_R106_T39QXG_20200919T223307_0000.jpg,S2B_MSIL2A_20200916T070619_R106_T39QXG_20200919T223307,2020-09-16 07:06:19.024000+00:00,0.0,0.0,0.0,0.0,0.0,0.0,16384,,,,data/aerial_summer_2020
S2B_MSIL2A_20200913T065629_R063_T39QXG_20201027T093056_0000.jpg,S2B_MSIL2A_20200913T065629_R063_T39QXG_20201027T093056,2020-09-13 06:56:29.024000+00:00,-0.1689699441194534,0.0,0.0402098670601844,7.450580596923828e-09,0.8871074914932251,1.1920928955078125e-07,16384,,,,data/aerial_summer_2020
S2A_MSIL2A_20200911T070631_R106_T39QXG_20200913T080210_0000.jpg,S2A_MSIL2A_20200911T070631_R106_T39QXG_20200913T080210,2020-09-11 07:06:31.024000+00:00,0.0,0.0,0.0,0.0,0.0,0.0,16384,,,,data/aerial_summer_2020
S2A_MSIL2A_20200908T065631_R063_T39QXG_20201027T154720_0000.jpg,S2A_MSIL2A_20200908T065631_R063_T39QXG_20201027T154720,2020-09-08 06:56:31.024000+00:00,-0.1624307632446289,0.0,0.0471934303641319,7.450580596923828e-09,0.9064619541168212,1.1920928955078125e-07,16384,,,,data/aerial_summer_2020
S2B_MSIL2A_20200906T070629_R106_T39QXG_20200908T165312_0000.jpg,S2B_MSIL2A_20200906T070629_R106_T39QXG_20200908T165312,2020-09-06 07:06:29.024000+00:00,0.0,0.0,0.0,0.0,0.0,0.0,16384,,,,data/aerial_summer_2020
S2B_MSIL2A_20200903T065629_R063_T39QXG_20201027T145703_0000.jpg,S2B_MSIL2A_20200903T065629_R063_T39QXG_20201027T145703,2020-09-03 06:56:29.024000+00:00,-0.1696267426013946,2.9802322387695312e-08,0.0453967079520225,7.450580596923828e-09,0.8959740996360779,5.960464477539064e-08,16384,,,,data/aerial_summer_2020
S2A_MSIL2A_20200901T070631_R106_T39QXG_20200907T221436_0000.jpg,S2A_MSIL2A_20200901T070631_R106_T39QXG_20200907T221436,2020-09-01 07:06:31.024000+00:00,0.0,0.0,0.0,0.0,0.0,0.0,16384,,,,data/aerial_summer_2020
S2A_MSIL2A_20200829T065631_R063_T39QXG_20200907T153502_0000.jpg,S2A_MSIL2A_20200829T065631_R063_T39QXG_20200907T153502,2020-08-29 06:56:31.024000+00:00,-0.1231720745563507,2.2351741790771484e-08,0.0507803186774253,7.450580596923828e-09,0.9682236313819884,1.1920928955078125e-07,16384,,,,data/aerial_summer_2020
S2B_MSIL2A_20200824T065629_R063_T39QXG_20200827T163244_0000.jpg,S2B_MSIL2A_20200824T065629_R063_T39QXG_20200827T163244,2020-08-24 06:56:29.024000+00:00,-0.143661767244339,1.4901161193847656e-08,0.0426622852683067,7.450580596923828e-09,0.9228222370147704,1.788139343261719e-07,16384,,,,data/aerial_summer_2020
S2A_MSIL2A_20200819T065631_R063_T39QXG_20200908T221844_0000.jpg,S2A_MSIL2A_20200819T065631_R063_T39QXG_20200908T221844,2020-08-19 06:56:31.024000+00:00,-0.1509700119495391,1.4901161193847656e-08,0.0436721071600914,7.450580596923828e-09,0.9177610874176024,1.1920928955078125e-07,16384,,,,data/aerial_summer_2020
S2B_MSIL2A_20200814T065629_R063_T39QXG_20200816T060916_0000.jpg,S2B_MSIL2A_20200814T065629_R063_T39QXG_20200816T060916,2020-08-14 06:56:29.024000+00:00,-0.1201956570148468,2.2351741790771484e-08,0.0379934310913085,0.0,0.942305624485016,0.0,16384,,,,data/aerial_summer_2020
S2A_MSIL2A_20200812T070631_R106_T39QXG_20200814T220436_0000.jpg,S2A_MSIL2A_20200812T070631_R106_T39QXG_20200814T220436,2020-08-12 07:06:31.024000+00:00,0.0,0.0,0.0,0.0,0.0,0.0,16384,,,,data/aerial_summer_2020
